reporting_period,fiscal_year,fiscal_quarter,fiscal_month,entity,legal_entity_code,currency,row_type,gl_account,gl_account_name,cost_center,department,region,product_line,customer_segment,category,subcategory,vendor_name,invoice_id,revenue,cogs,opex,amount,budget_revenue,budget_opex,budget_amount,variance_amount,headcount_allocated,fte_count,transaction_count,active_customers,arr_millions,net_revenue_retention_pct,logo_churn_pct,gross_margin_pct,ebitda,cash_collections,deferred_revenue,americas_pct,emea_pct,apac_pct,source_system,last_updated,preparer,notes
2022-01-01,2022,2022-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-15,Bad Debt,CC-PEO-EM,People Ops,EMEA,,,Bad Debt,Bad Debt - People Ops,AWS,AP-202201-100074,0,0,,206.76,,,214.42,-7.66,4.92,,21,,,,,,,,,,,,NetSuite,2022-01-28,accounting@novastack.io,Vendor: AWS
2022-01-01,2022,2022-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-28,Bad Debt,CC-ENG-AP,Engineering,APAC,,,Bad Debt,Bad Debt - Engineering,CrowdStrike,AP-202201-100075,0,0,,301.69,,,312.86,-11.17,7.18,,16,,,,,,,,,,,,NetSuite,2022-01-28,accounting@novastack.io,Vendor: CrowdStrike
2022-01-01,2022,2022-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-31,Bad Debt,CC-DAT-La,Data Platform,LatAm,,,Bad Debt,Bad Debt - Data Platform,Gusto,AP-202201-100076,0,0,,326.75,,,338.85,-12.10,7.78,,12,,,,,,,,,,,,NetSuite,2022-01-28,accounting@novastack.io,Vendor: Gusto
2022-01-01,2022,2022-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-28,Miscellaneous,CC-LEG-EM,Legal,EMEA,,,Miscellaneous,Miscellaneous - Legal,Figma,AP-202201-100077,0,0,,880.60,,,913.21,-32.61,20.97,,15,,,,,,,,,,,,NetSuite,2022-01-28,accounting@novastack.io,Vendor: Figma
2022-01-01,2022,2022-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-69,Miscellaneous,CC-PEO-AP,People Ops,APAC,,,Miscellaneous,Miscellaneous - People Ops,AWS,AP-202201-100078,0,0,,552.70,,,573.17,-20.47,13.16,,19,,,,,,,,,,,,NetSuite,2022-01-28,accounting@novastack.io,Vendor: AWS
2022-01-01,2022,2022-Q1,1,NovaStack Analytics Inc.,NS-CONSOL,USD,KPI_SNAPSHOT,STAT-001,Monthly KPIs,CC-EXEC,Consolidated,Global,All,All,,,,,0,0,0,,104060.77,67664.36,,,,42,,117,1.23,110.7,2.63,76.16,12828.97,101916.68,39117.44,68.7,19.8,11.5,Looker,2022-01-28,bi@novastack.io,Consolidated KPI row — not included in GL roll-up
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-AP,Product,APAC,Platform Core,SMB,,Platform Core,,REV-202202-100079,21606.53,2566.02,,,22037.41,,,-430.88,,,131,,,,,,,,,,,,NetSuite,2022-02-28,fp&a@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-CUS-Am,Customer Success,Americas,Analytics Pro,Strategic,,Analytics Pro,,REV-202202-100080,23495.43,4955.05,,,23963.97,,,-468.54,,,409,,,,,,,,,,,,NetSuite,2022-02-28,fp&a@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-La,Product,LatAm,Insights Add-on,Enterprise,,Insights Add-on,,REV-202202-100081,15602.94,6223.98,,,15914.09,,,-311.15,,,266,,,,,,,,,,,,NetSuite,2022-02-28,fp&a@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-AP,Product,APAC,API Usage,Mid-Market,,API Usage,,REV-202202-100082,9196.76,3055.34,,,9380.16,,,-183.40,,,232,,,,,,,,,,,,NetSuite,2022-02-28,fp&a@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-AP,Product,APAC,Professional Services,Mid-Market,,Professional Services,,REV-202202-100083,31084.01,7366.67,,,31703.88,,,-619.87,,,467,,,,,,,,,,,,NetSuite,2022-02-28,fp&a@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-38,Payroll & Benefits,CC-PRO-La,Product,LatAm,,,Payroll & Benefits,Payroll & Benefits - Product,LinkedIn,AP-202202-100084,0,0,,2159.95,,,2230.13,-70.18,51.43,11,44,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: LinkedIn
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-60,Payroll & Benefits,CC-FIN-AP,Finance,APAC,,,Payroll & Benefits,Payroll & Benefits - Finance,,AP-202202-100085,0,0,,658.98,,,680.40,-21.42,15.69,1,17,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-84,Payroll & Benefits,CC-DAT-Am,Data Platform,Americas,,,Payroll & Benefits,Payroll & Benefits - Data Platform,Zoom,AP-202202-100086,0,0,,1943.40,,,2006.55,-63.15,46.27,7,41,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Zoom
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-92,Contractors,CC-DAT-AP,Data Platform,APAC,,,Contractors,Contractors - Data Platform,WeWork,AP-202202-100087,0,0,,1427.32,,,1473.70,-46.38,33.98,,5,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: WeWork
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-93,Contractors,CC-LEG-La,Legal,LatAm,,,Contractors,Contractors - Legal,Atlassian,AP-202202-100088,0,0,,3080.30,,,3180.39,-100.09,73.34,,27,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Atlassian
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-14,Contractors,CC-PRO-EM,Product,EMEA,,,Contractors,Contractors - Product,,AP-202202-100089,0,0,,329.67,,,340.38,-10.71,7.85,,20,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-63,Sales Commissions,CC-FIN-La,Finance,LatAm,,,Sales Commissions,Sales Commissions - Finance,Intercom,AP-202202-100090,0,0,,560.87,,,579.10,-18.23,13.35,,38,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Intercom
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-72,Sales Commissions,CC-OPE-EM,Operations,EMEA,,,Sales Commissions,Sales Commissions - Operations,HubSpot,AP-202202-100091,0,0,,1134.10,,,1170.95,-36.85,27.0,,40,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: HubSpot
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-57,Sales Commissions,CC-FIN-AP,Finance,APAC,,,Sales Commissions,Sales Commissions - Finance,,AP-202202-100092,0,0,,2596.39,,,2680.76,-84.37,61.82,,14,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-17,Paid Media,CC-LEG-AP,Legal,APAC,,,Paid Media,Paid Media - Legal,Snowflake,AP-202202-100093,0,0,,367.40,,,379.33,-11.93,8.75,,26,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Snowflake
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-21,Paid Media,CC-CUS-EM,Customer Success,EMEA,,,Paid Media,Paid Media - Customer Success,Deloitte,AP-202202-100094,0,0,,195.07,,,201.41,-6.34,4.64,,43,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Deloitte
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-52,Paid Media,CC-MAR-Am,Marketing,Americas,,,Paid Media,Paid Media - Marketing,,AP-202202-100095,0,0,,299.64,,,309.38,-9.74,7.13,,16,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-52,Events & Sponsorships,CC-DAT-EM,Data Platform,EMEA,,,Events & Sponsorships,Events & Sponsorships - Data Platform,WeWork,AP-202202-100096,0,0,,485.75,,,501.54,-15.79,11.57,,10,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: WeWork
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-28,Events & Sponsorships,CC-SEC-Am,Security,Americas,,,Events & Sponsorships,Events & Sponsorships - Security,,AP-202202-100097,0,0,,126.66,,,130.78,-4.12,3.02,,9,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-85,Software Subscriptions,CC-ENG-AP,Engineering,APAC,,,Software Subscriptions,Software Subscriptions - Engineering,WeWork,AP-202202-100098,0,0,,891.46,,,920.42,-28.96,21.23,,21,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: WeWork
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-26,Software Subscriptions,CC-ENG-EM,Engineering,EMEA,,,Software Subscriptions,Software Subscriptions - Engineering,,AP-202202-100099,0,0,,620.60,,,640.77,-20.17,14.78,,27,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-67,Software Subscriptions,CC-DAT-Am,Data Platform,Americas,,,Software Subscriptions,Software Subscriptions - Data Platform,Stripe,AP-202202-100100,0,0,,2351.06,,,2427.46,-76.40,55.98,,24,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Stripe
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-88,Software Subscriptions,CC-DAT-Am,Data Platform,Americas,,,Software Subscriptions,Software Subscriptions - Data Platform,WeWork,AP-202202-100101,0,0,,91.69,,,94.67,-2.98,2.18,,3,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: WeWork
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-64,Cloud Hosting,CC-ENG-Am,Engineering,Americas,,,Cloud Hosting,Cloud Hosting - Engineering,Okta,AP-202202-100102,0,0,,74.01,,,76.41,-2.40,1.76,,44,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Okta
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-19,Cloud Hosting,CC-PRO-La,Product,LatAm,,,Cloud Hosting,Cloud Hosting - Product,Deloitte,AP-202202-100103,0,0,,81.92,,,84.58,-2.66,1.95,,6,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Deloitte
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-45,Cloud Hosting,CC-G&A-EM,G&A,EMEA,,,Cloud Hosting,Cloud Hosting - G&A,,AP-202202-100104,0,0,,49.27,,,50.87,-1.60,1.17,,40,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-77,Cloud Hosting,CC-LEG-AP,Legal,APAC,,,Cloud Hosting,Cloud Hosting - Legal,Notion,AP-202202-100105,0,0,,43.28,,,44.69,-1.41,1.03,,19,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Notion
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-62,Customer Support Tools,CC-PRO-EM,Product,EMEA,,,Customer Support Tools,Customer Support Tools - Product,WeWork,AP-202202-100106,0,0,,1453.49,,,1500.72,-47.23,34.61,,22,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: WeWork
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-50,Customer Support Tools,CC-PEO-La,People Ops,LatAm,,,Customer Support Tools,Customer Support Tools - People Ops,HubSpot,AP-202202-100107,0,0,,1236.85,,,1277.04,-40.19,29.45,,28,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: HubSpot
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-97,Customer Support Tools,CC-G&A-AP,G&A,APAC,,,Customer Support Tools,Customer Support Tools - G&A,LinkedIn,AP-202202-100108,0,0,,2280.20,,,2354.29,-74.09,54.29,,31,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: LinkedIn
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-26,R&D Contractors,CC-FIN-Am,Finance,Americas,,,R&D Contractors,R&D Contractors - Finance,Snowflake,AP-202202-100109,0,0,,108.64,,,112.17,-3.53,2.59,,36,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Snowflake
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-55,R&D Contractors,CC-ENG-AP,Engineering,APAC,,,R&D Contractors,R&D Contractors - Engineering,CrowdStrike,AP-202202-100110,0,0,,101.66,,,104.96,-3.30,2.42,,43,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: CrowdStrike
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-74,Legal & Compliance,CC-SEC-AP,Security,APAC,,,Legal & Compliance,Legal & Compliance - Security,Figma,AP-202202-100111,0,0,,780.57,,,805.93,-25.36,18.59,,14,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Figma
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-23,Legal & Compliance,CC-SAL-La,Sales,LatAm,,,Legal & Compliance,Legal & Compliance - Sales,,AP-202202-100112,0,0,,648.36,,,669.43,-21.07,15.44,,23,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-45,Legal & Compliance,CC-DAT-AP,Data Platform,APAC,,,Legal & Compliance,Legal & Compliance - Data Platform,,AP-202202-100113,0,0,,870.76,,,899.05,-28.29,20.73,,37,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-13,Accounting & Audit,CC-SEC-Am,Security,Americas,,,Accounting & Audit,Accounting & Audit - Security,Zoom,AP-202202-100114,0,0,,404.63,,,417.78,-13.15,9.63,,12,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Zoom
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-10,Accounting & Audit,CC-CUS-AP,Customer Success,APAC,,,Accounting & Audit,Accounting & Audit - Customer Success,Snowflake,AP-202202-100115,0,0,,423.64,,,437.41,-13.77,10.09,,12,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Snowflake
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-77,Insurance,CC-SAL-Am,Sales,Americas,,,Insurance,Insurance - Sales,,AP-202202-100116,0,0,,3357.32,,,3466.41,-109.09,79.94,,14,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-57,Insurance,CC-FIN-La,Finance,LatAm,,,Insurance,Insurance - Finance,Gusto,AP-202202-100117,0,0,,2375.97,,,2453.18,-77.21,56.57,,20,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Gusto
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-96,Office & Facilities,CC-SAL-EM,Sales,EMEA,,,Office & Facilities,Office & Facilities - Sales,Google Cloud,AP-202202-100118,0,0,,243.32,,,251.22,-7.90,5.79,,6,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Google Cloud
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-87,Office & Facilities,CC-CUS-La,Customer Success,LatAm,,,Office & Facilities,Office & Facilities - Customer Success,Stripe,AP-202202-100119,0,0,,706.14,,,729.09,-22.95,16.81,,29,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Stripe
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-75,Office & Facilities,CC-FIN-AP,Finance,APAC,,,Office & Facilities,Office & Facilities - Finance,,AP-202202-100120,0,0,,447.22,,,461.76,-14.54,10.65,,8,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-96,Office & Facilities,CC-G&A-La,G&A,LatAm,,,Office & Facilities,Office & Facilities - G&A,,AP-202202-100121,0,0,,662.59,,,684.12,-21.53,15.78,,44,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-48,Travel,CC-SEC-Am,Security,Americas,,,Travel,Travel - Security,,AP-202202-100122,0,0,,799.29,,,825.27,-25.98,19.03,,14,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-25,Travel,CC-SAL-AP,Sales,APAC,,,Travel,Travel - Sales,,AP-202202-100123,0,0,,1095.76,,,1131.37,-35.61,26.09,,1,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-58,Travel,CC-PEO-La,People Ops,LatAm,,,Travel,Travel - People Ops,,AP-202202-100124,0,0,,74.60,,,77.02,-2.42,1.78,,35,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-19,Travel,CC-OPE-EM,Operations,EMEA,,,Travel,Travel - Operations,Snowflake,AP-202202-100125,0,0,,649.22,,,670.31,-21.09,15.46,,26,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Snowflake
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-47,Meals & Entertainment,CC-SEC-La,Security,LatAm,,,Meals & Entertainment,Meals & Entertainment - Security,CrowdStrike,AP-202202-100126,0,0,,29.03,,,29.97,-0.94,0.69,,8,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: CrowdStrike
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-89,Meals & Entertainment,CC-FIN-Am,Finance,Americas,,,Meals & Entertainment,Meals & Entertainment - Finance,Gusto,AP-202202-100127,0,0,,12.86,,,13.28,-0.42,0.31,,30,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Gusto
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-23,Meals & Entertainment,CC-OPE-AP,Operations,APAC,,,Meals & Entertainment,Meals & Entertainment - Operations,,AP-202202-100128,0,0,,632.11,,,652.65,-20.54,15.05,,16,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-49,Meals & Entertainment,CC-FIN-La,Finance,LatAm,,,Meals & Entertainment,Meals & Entertainment - Finance,Okta,AP-202202-100129,0,0,,591.59,,,610.81,-19.22,14.09,,22,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Okta
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-54,Recruiting,CC-DAT-Am,Data Platform,Americas,,,Recruiting,Recruiting - Data Platform,Rippling,AP-202202-100130,0,0,,3294.33,,,3401.38,-107.05,78.44,,23,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Rippling
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-28,Recruiting,CC-OPE-EM,Operations,EMEA,,,Recruiting,Recruiting - Operations,,AP-202202-100131,0,0,,1662.98,,,1717.01,-54.03,39.59,,17,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-90,Training,CC-LEG-Am,Legal,Americas,,,Training,Training - Legal,,AP-202202-100132,0,0,,2936.71,,,3032.14,-95.43,69.92,,32,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-92,Training,CC-PEO-La,People Ops,LatAm,,,Training,Training - People Ops,Figma,AP-202202-100133,0,0,,2587.53,,,2671.61,-84.08,61.61,,41,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Figma
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-85,Depreciation,CC-PEO-La,People Ops,LatAm,,,Depreciation,Depreciation - People Ops,Zoom,AP-202202-100134,0,0,,363.55,,,375.36,-11.81,8.66,,4,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Zoom
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-67,Depreciation,CC-G&A-Am,G&A,Americas,,,Depreciation,Depreciation - G&A,,AP-202202-100135,0,0,,1092.16,,,1127.65,-35.49,26.0,,3,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-92,Depreciation,CC-ENG-AP,Engineering,APAC,,,Depreciation,Depreciation - Engineering,Salesforce,AP-202202-100136,0,0,,355.60,,,367.15,-11.55,8.47,,6,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Salesforce
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-15,Depreciation,CC-SEC-La,Security,LatAm,,,Depreciation,Depreciation - Security,Intercom,AP-202202-100137,0,0,,494.65,,,510.72,-16.07,11.78,,29,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Intercom
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-53,Amortization,CC-ENG-La,Engineering,LatAm,,,Amortization,Amortization - Engineering,,AP-202202-100138,0,0,,1288.62,,,1330.49,-41.87,30.68,,6,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-66,Amortization,CC-DAT-EM,Data Platform,EMEA,,,Amortization,Amortization - Data Platform,,AP-202202-100139,0,0,,635.63,,,656.28,-20.65,15.13,,29,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-59,Amortization,CC-DAT-EM,Data Platform,EMEA,,,Amortization,Amortization - Data Platform,Atlassian,AP-202202-100140,0,0,,940.27,,,970.83,-30.56,22.39,,27,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Atlassian
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-18,Amortization,CC-G&A-Am,G&A,Americas,,,Amortization,Amortization - G&A,Datadog,AP-202202-100141,0,0,,298.24,,,307.93,-9.69,7.1,,22,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Datadog
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-84,Bank Fees,CC-CUS-EM,Customer Success,EMEA,,,Bank Fees,Bank Fees - Customer Success,,AP-202202-100142,0,0,,1014.71,,,1047.68,-32.97,24.16,,43,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-93,Bank Fees,CC-SAL-AP,Sales,APAC,,,Bank Fees,Bank Fees - Sales,,AP-202202-100143,0,0,,703.00,,,725.85,-22.85,16.74,,45,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-21,Bad Debt,CC-FIN-AP,Finance,APAC,,,Bad Debt,Bad Debt - Finance,Twilio,AP-202202-100144,0,0,,181.91,,,187.83,-5.92,4.33,,42,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: Twilio
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-56,Bad Debt,CC-LEG-La,Legal,LatAm,,,Bad Debt,Bad Debt - Legal,AWS,AP-202202-100145,0,0,,276.17,,,285.14,-8.97,6.58,,20,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,Vendor: AWS
2022-02-01,2022,2022-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-72,Bad Debt,CC-SAL-EM,Sales,EMEA,,,Bad Debt,Bad Debt - Sales,,AP-202202-100146,0,0,,435.34,,,449.49,-14.15,10.37,,13,,,,,,,,,,,,NetSuite,2022-02-28,accounting@novastack.io,
